price,bedrooms,bathrooms,area living,area lot,floors,waterfront,view quality,condition,area above,area basement,prices_view,year,month,day,time since construction,time since reform,city_Auburn,city_Bellevue,city_Burien,city_Des Moines,city_Federal Way,city_Issaquah,city_Kenmore,city_Kent,city_Kirkland,city_Maple Valley,city_Mercer Island,city_Redmond,city_Renton,city_Sammamish,city_Seattle,city_Shoreline,city_Snoqualmie,city_Woodinville
1225000.0,0.5,0.6666666666666666,0.5222337125129266,0.0943497457106131,0.0,0.0,0.0,0.5,0.48153214774281805,0.31742738589211617,0.04292047920007546,0.0,0.0,0.3666666666666667,0.11403508771929824,0.11403508771929824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
885000.0,0.5,0.37037037037037035,0.2543950361944157,0.004063041412843011,0.4,0.0,0.0,0.5,0.33652530779753764,0.0,0.030091500801811145,0.0,0.0,0.3666666666666667,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453246.0,0.375,0.37037037037037035,0.16959669079627715,0.001535982413979396,0.4,0.0,0.0,0.5,0.13953488372093026,0.12863070539419086,0.013800433921328174,0.0,0.0,0.3666666666666667,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
490000.0,0.25,0.37037037037037035,0.08893485005170632,0.0007013916056558432,0.4,0.0,0.0,0.5,0.06839945280437756,0.07468879668049792,0.015187246486180549,0.0,0.0,0.3666666666666667,0.08771929824561403,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
341000.0,0.375,0.2222222222222222,0.13960703205791106,0.006036811416009986,0.20000000000000007,0.0,0.0,0.75,0.18467852257181944,0.0,0.009565135364588246,0.0,0.0,0.3666666666666667,0.5438596491228069,0.5438596491228069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235000.0,0.125,0.14814814814814814,0.04550155118924509,0.001688742338717189,0.0,0.0,0.0,1.0,0.060191518467852256,0.0,0.005565512687482312,0.0,0.0,0.3666666666666667,0.6403508771929824,0.6403508771929824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1200000.0,0.375,0.25925925925925924,0.12306101344364012,0.006930084390543788,0.20000000000000007,1.0,1.0,0.75,0.16279069767441862,0.0,0.041977171964908966,0.0,0.0,0.3666666666666667,0.7543859649122806,0.7543859649122806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560000.0,0.375,0.2962962962962963,0.22647362978283353,0.2013254717859871,0.0,0.0,0.0,0.5,0.29958960328317374,0.0,0.01782850674464673,0.0,0.0,0.3666666666666667,0.24561403508771928,0.24561403508771928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900000.0,0.5,0.48148148148148145,0.44777662874870733,0.03518508168930122,0.4,0.0,0.0,0.5,0.4172366621067032,0.26556016597510373,0.030657485142911042,0.0,0.0,0.3666666666666667,0.3157894736842105,0.3157894736842105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255000.0,0.25,0.14814814814814814,0.08790072388831438,0.0017343840235473837,0.0,0.0,0.0,0.5,0.05471956224350205,0.09336099585062241,0.006320158475615506,0.0,0.0,0.3666666666666667,0.9122807017543859,0.07017543859649122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1575000.0,0.625,0.4074074074074074,0.3391933815925543,0.018174705191974515,0.0,0.0,0.0,0.75,0.2722298221614227,0.2676348547717842,0.056126780492406374,0.0,0.0,0.3666666666666667,0.3421052631578947,0.3421052631578947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876650.0,0.375,0.48148148148148145,0.18614270941054809,0.01105646528437564,0.20000000000000007,0.0,0.0,1.0,0.17510259917920656,0.10788381742738588,0.029776436185265535,0.0,0.0,0.3666666666666667,0.7543859649122806,0.38596491228070173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350000.0,0.25,0.14814814814814814,0.05584281282316443,0.0035973099349838854,0.20000000000000007,0.0,0.0,0.75,0.07387140902872777,0.0,0.009904725969248183,0.0,0.0,0.3666666666666667,0.9473684210526315,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
750000.0,0.5,0.37037037037037035,0.2699069286452947,0.003997839005942734,0.4,0.0,0.0,0.5,0.3447332421340629,0.01867219917012448,0.02499764173191208,0.0,0.0,0.3666666666666667,0.12280701754385964,0.12280701754385964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582000.0,0.5,0.25925925925925924,0.1809720785935884,0.003737029378341623,0.0,0.0,0.25,0.5,0.11217510259917922,0.19294605809128632,0.018658617111593244,0.0,0.0,0.3666666666666667,0.5526315789473684,0.17543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1315000.0,0.5,0.5185185185185185,0.31954498448810753,0.003128784068257605,0.4,0.0,0.0,0.5,0.29958960328317374,0.18672199170124482,0.04631638524667484,0.0,0.0,0.3666666666666667,0.08771929824561403,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372500.0,0.625,0.4444444444444444,0.21820062047569805,0.00880418785744891,0.0,0.0,0.0,0.5,0.12722298221614226,0.24481327800829875,0.010753702480898027,0.0,0.0,0.3666666666666667,0.08771929824561403,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410000.0,0.375,0.3333333333333333,0.1892450879007239,0.015167011307960283,0.4,0.0,0.0,0.5,0.2503419972640219,0.0,0.012168663333647767,0.0,0.0,0.3666666666666667,0.23684210526315788,0.12280701754385964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360000.0,0.5,0.2962962962962963,0.140641158221303,0.0045287728907021365,0.0,0.0,0.0,1.0,0.08755129958960327,0.14937759336099585,0.010282048863314781,0.0,0.0,0.3666666666666667,0.6228070175438596,0.6228070175438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1015000.0,0.375,0.37037037037037035,0.26370217166494314,0.03156634810633581,0.0,0.0,1.0,0.75,0.19562243502051985,0.23236514522821577,0.03499669842467691,0.0,0.0,0.3666666666666667,0.5263157894736842,0.27192982456140347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225000.0,0.375,0.14814814814814814,0.0641158221302999,0.006868607835466383,0.0,0.0,0.0,0.75,0.0848153214774282,0.0,0.005188189793415714,0.0,0.0,0.3666666666666667,0.42105263157894735,0.42105263157894735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
647000.0,0.5,0.37037037037037035,0.2761116856256463,0.005820712010283351,0.4,0.0,0.0,0.5,0.3652530779753762,0.0,0.021111215923026127,0.0,0.0,0.3666666666666667,0.13157894736842105,0.13157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
950000.0,0.625,0.4444444444444444,0.43019648397104443,0.24041804057452634,0.20000000000000007,0.0,0.0,0.75,0.387140902872777,0.27593360995850624,0.03254409961324403,0.0,0.0,0.3666666666666667,0.09649122807017543,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185000.0,0.375,0.2222222222222222,0.10341261633919338,0.007295217869185342,0.0,0.0,0.0,0.75,0.13679890560875513,0.0,0.003678898217149325,0.0,0.0,0.3666666666666667,0.4649122807017544,0.11403508771929824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335000.0,0.375,0.37037037037037035,0.1623578076525336,0.003995044617075579,0.4,0.0,0.0,0.5,0.21477428180574554,0.0,0.009338741628148286,0.0,0.0,0.3666666666666667,0.08771929824561403,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210000.0,0.375,0.37037037037037035,0.06928645294725956,0.0018675832262150937,0.4,0.0,0.0,0.5,0.047879616963064295,0.06639004149377593,0.004622205452315819,0.0,0.0,0.3666666666666667,0.08771929824561403,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522000.0,0.5,0.3333333333333333,0.14788004136504654,0.007437731701410234,0.0,0.0,0.0,0.75,0.1354309165526676,0.0912863070539419,0.01639467974719366,0.0,0.0,0.3666666666666667,0.2982456140350877,0.2982456140350877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
770000.0,0.375,0.25925925925925924,0.13960703205791106,0.004063041412843011,0.0,0.0,0.0,0.5,0.18467852257181944,0.0,0.025752287520045276,0.0,0.0,0.3666666666666667,0.5263157894736842,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
499950.0,0.375,0.14814814814814814,0.06308169596690796,0.005348460291734198,0.0,0.0,0.0,0.5,0.0533515731874145,0.04564315352697095,0.015562682765776811,0.0,0.0,0.3666666666666667,0.6403508771929824,0.17543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
751000.0,0.5,0.37037037037037035,0.28335056876938985,0.005126772108273254,0.4,0.0,0.0,0.5,0.3748290013679891,0.0,0.02503537402131874,0.0,0.0,0.3666666666666667,0.08771929824561403,0.09649122807017543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330000.0,0.625,0.4444444444444444,0.17890382626680454,0.006591963337618063,0.0,0.0,0.0,0.5,0.1203830369357045,0.1763485477178423,0.009150080181114987,0.0,0.0,0.3666666666666667,0.008771929824561403,0.7982456140350876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465000.0,0.375,0.2222222222222222,0.17063081695966908,0.009985282885299653,0.0,0.0,0.0,0.75,0.11217510259917922,0.17219917012448133,0.014243939251014054,0.0,0.0,0.3666666666666667,0.5087719298245614,0.5087719298245614,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
850000.0,0.5,0.25925925925925924,0.2047569803516029,0.010503176288679,0.0,0.0,0.0,0.75,0.2708618331053352,0.0,0.02877087067257806,0.0,0.0,0.3666666666666667,0.4649122807017544,0.11403508771929824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
947500.0,0.5,0.3333333333333333,0.3019648397104447,0.010889733415302074,0.20000000000000007,0.0,0.0,0.75,0.399452804377565,0.0,0.03244976888972738,0.0,0.0,0.3666666666666667,0.40350877192982454,0.40350877192982454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302000.0,0.625,0.3333333333333333,0.18717683557394002,0.006683246707278451,0.4,0.0,0.0,0.5,0.24760601915184677,0.0,0.008093576077728514,0.0,0.0,0.3666666666666667,0.24561403508771928,0.24561403508771928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000.0,0.25,0.3333333333333333,0.0951396070320579,0.0006482982171799028,0.8000000000000002,0.0,0.0,0.5,0.12585499316005472,0.0,0.015564569380247147,0.0,0.0,0.3666666666666667,0.06140350877192982,0.06140350877192982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201000.0,0.375,0.14814814814814814,0.1127197518097208,0.008487490452504704,0.0,0.0,0.0,0.75,0.14911080711354308,0.0,0.004282614847655882,0.0,0.0,0.3666666666666667,0.39473684210526316,0.39473684210526316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
265000.0,0.25,0.14814814814814814,0.0951396070320579,0.00203990387302297,0.4,0.0,0.0,0.5,0.12585499316005472,0.0,0.006697481369682104,0.0,0.0,0.3666666666666667,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
870300.0,0.5,0.37037037037037035,0.2047569803516029,0.0023398349447642467,0.20000000000000007,0.0,0.0,0.75,0.18057455540355677,0.13692946058091285,0.029536836147533246,0.0,0.0,0.3666666666666667,0.9122807017543859,0.9122807017543859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
339000.0,0.375,0.14814814814814814,0.0734229576008273,0.006950576575569589,0.0,0.0,0.0,0.75,0.09712722298221614,0.0,0.009489670785774926,0.0,0.0,0.3666666666666667,0.5175438596491228,0.043859649122807015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690000.0,0.5,0.37037037037037035,0.23784901758014476,0.011946012407086572,0.4,0.0,0.0,0.75,0.3146374829001368,0.0,0.022733704367512497,0.0,0.0,0.3666666666666667,0.21929824561403508,0.21929824561403508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
788000.0,0.5,0.48148148148148145,0.3422957600827301,0.004770021796233164,0.4,0.0,0.0,0.5,0.3378932968536252,0.17427385892116182,0.02643146872936515,0.0,0.0,0.3666666666666667,0.09649122807017543,0.09649122807017543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315275.0,0.375,0.25925925925925924,0.11065149948293693,0.006894688798226495,0.0,0.0,0.0,0.5,0.08071135430916553,0.0995850622406639,0.008594472219601922,0.0,0.0,0.3666666666666667,0.5526315789473684,0.17543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505000.0,0.5,0.25925925925925924,0.1623578076525336,0.0038767488216993606,0.0,0.0,0.0,1.0,0.0902872777017784,0.1887966804979253,0.015753230827280442,0.0,0.0,0.3666666666666667,0.8070175438596491,0.5087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368000.0,0.375,0.14814814814814814,0.09410548086866599,0.008625346969951006,0.0,0.0,0.0,0.5,0.12448700410396717,0.0,0.010583907178568058,0.0,0.0,0.3666666666666667,0.40350877192982454,0.14912280701754385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
947500.0,0.375,0.4074074074074074,0.2699069286452947,0.024689357104267964,0.20000000000000007,1.0,0.5,1.0,0.24760601915184677,0.16597510373443983,0.03244976888972738,0.0,0.0,0.3666666666666667,0.8508771929824561,0.8508771929824561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156000.0,0.375,0.14814814814814814,0.06204756980351603,0.007397678794314351,0.0,0.0,0.0,0.5,0.08207934336525306,0.0,0.0025846618243561925,0.0,0.0,0.3666666666666667,0.48245614035087714,0.21929824561403508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610000.0,0.5,0.4444444444444444,0.17993795243019647,0.004063041412843011,0.20000000000000007,0.0,0.5,0.75,0.17373461012311903,0.0975103734439834,0.019715121214979717,0.0,0.0,0.3666666666666667,0.7368421052631579,0.7368421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420000.0,0.25,0.37037037037037035,0.11478800413650464,0.0006808994206300416,0.8000000000000002,0.0,0.0,0.5,0.1518467852257182,0.0,0.012545986227714367,0.0,0.0,0.3666666666666667,0.043859649122807015,0.043859649122807015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
910000.0,0.375,0.2962962962962963,0.24095139607032057,0.0051062799232474525,0.0,0.0,0.0,0.75,0.13406292749658005,0.2800829875518672,0.03103480803697764,0.0,0.0,0.3666666666666667,0.45614035087719296,0.45614035087719296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1300000.0,0.5,0.48148148148148145,0.20268872802481902,0.008428808286294455,0.4,0.0,0.75,0.5,0.26812585499316005,0.0,0.045750400905574945,0.0,0.0,0.3666666666666667,0.8421052631578947,0.8421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
840000.0,0.5,0.4074074074074074,0.23061013443640122,0.001967249762476946,0.20000000000000007,0.0,0.0,0.5,0.1709986320109439,0.2033195020746888,0.028393547778511462,0.0,0.0,0.3666666666666667,0.6842105263157894,0.6842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300000.0,0.25,0.25925925925925924,0.10237849017580145,0.006950576575569589,0.0,0.0,0.0,0.5,0.06703146374829001,0.10373443983402489,0.008018111498915195,0.0,0.0,0.3666666666666667,0.3421052631578947,0.3421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505000.0,0.5,0.37037037037037035,0.24922440537745605,0.0053382141992212966,0.0,0.0,0.0,0.5,0.16689466484268128,0.24688796680497924,0.015753230827280442,0.0,0.0,0.3666666666666667,0.3157894736842105,0.3157894736842105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110000.0,0.375,0.14814814814814814,0.09100310237849019,0.04890646248998677,0.0,0.0,0.0,1.0,0.1203830369357045,0.0,0.000848976511649844,0.0,0.0,0.3666666666666667,0.6052631578947368,0.6052631578947368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
746000.0,0.375,0.37037037037037035,0.23267838676318509,0.007742320087930104,0.4,0.0,0.0,0.5,0.3077975376196991,0.0,0.024846712574285442,0.0,0.0,0.3666666666666667,0.19298245614035087,0.19298245614035087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211000.0,0.375,0.2222222222222222,0.10134436401240951,0.006503474356824829,0.0,0.0,0.0,1.0,0.13406292749658005,0.0,0.004659937741722478,0.0,0.0,0.3666666666666667,0.6403508771929824,0.6403508771929824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675000.0,0.5,0.4444444444444444,0.20992761116856257,0.0025168129063507143,0.0,0.0,0.0,0.75,0.11354309165526676,0.24896265560165975,0.0221677200264126,0.0,0.0,0.3666666666666667,0.43859649122807015,0.43859649122807015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
734200.0,0.5,0.37037037037037035,0.24715615305067218,0.004063041412843011,0.20000000000000007,0.0,0.0,1.0,0.17920656634746923,0.22406639004149376,0.02440147155928686,0.0,0.0,0.3666666666666667,0.7543859649122806,0.38596491228070173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1225000.0,0.5,0.3333333333333333,0.2792140641158221,0.014335214888503886,0.0,0.0,0.75,0.5,0.20519835841313272,0.24896265560165975,0.04292047920007546,0.0,0.0,0.3666666666666667,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
630000.0,0.5,0.2962962962962963,0.14477766287487073,0.0049945043685612625,0.4,0.0,0.0,1.0,0.19151846785225718,0.0,0.020469767003112913,0.0,0.0,0.3666666666666667,0.9035087719298245,0.2894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1264000.0,0.5,0.5555555555555556,0.32264736297828334,0.007947241938188118,0.4,0.0,0.0,0.5,0.426812585499316,0.0,0.04439203848693519,0.0,0.0,0.3666666666666667,0.017543859649122806,0.894736842105263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301500.0,0.25,0.2222222222222222,0.04756980351602896,0.0006473667542241845,0.4,0.0,0.0,0.5,0.06292749658002736,0.0,0.008074709933025186,0.0,0.0,0.3666666666666667,0.07894736842105263,0.07894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
369000.0,0.25,0.37037037037037035,0.06308169596690796,0.00023938597961959058,0.4,0.0,0.0,0.5,0.04103967168262654,0.06431535269709543,0.010621639467974718,0.0,0.0,0.3666666666666667,0.043859649122807015,0.043859649122807015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
635000.0,0.375,0.37037037037037035,0.12409513960703206,0.0007405130497960097,0.8000000000000002,0.0,0.0,0.5,0.16415868673050615,0.0,0.02065842845014621,0.0,0.0,0.3666666666666667,0.03508771929824561,0.03508771929824561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1033888.0,0.5,0.48148148148148145,0.2998965873836608,0.004237224985562324,0.4,0.0,0.0,0.5,0.3748290013679891,0.03319502074688797,0.0357093859069899,0.0,0.0,0.3666666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383000.0,0.5,0.37037037037037035,0.18510858324715615,0.005202220607686432,0.4,0.0,0.0,0.5,0.2448700410396717,0.0,0.011149891519667955,0.0,0.0,0.3666666666666667,0.03508771929824561,0.03508771929824561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1050000.0,0.5,0.5555555555555556,0.30093071354705275,0.009651819147152518,0.4,0.0,0.0,0.5,0.2667578659370725,0.1991701244813278,0.036317328553910004,0.0,0.0,0.3666666666666667,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455000.0,0.5,0.37037037037037035,0.3092037228541882,0.006564019448946515,0.4,0.0,0.0,0.5,0.40902872777017785,0.0,0.013866616356947456,0.0,0.0,0.4,0.11403508771929824,0.11403508771929824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
819900.0,0.625,0.4074074074074074,0.2874870734229576,0.006036811416009986,0.4,0.0,0.0,0.5,0.3803009575923393,0.0,0.0276351287614376,0.0,0.0,0.4,0.008771929824561403,0.7982456140350876,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
625000.0,0.375,0.5185185185185185,0.14891416752843847,0.0011252072505076474,0.4,0.0,0.0,0.75,0.146374829001368,0.07676348547717843,0.020281105556079614,0.0,0.0,0.4,0.043859649122807015,0.043859649122807015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
651000.0,0.5,0.37037037037037035,0.2450879007238883,0.006056372138080068,0.4,0.0,0.0,0.5,0.32421340629274964,0.0,0.021262145080652765,0.0,0.0,0.4,0.18421052631578946,0.18421052631578946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480000.0,0.625,0.7037037037037037,0.3578076525336091,0.032006930084390546,0.0,0.0,0.0,0.5,0.24076607387140903,0.3526970954356846,0.01480992359211395,0.0,0.0,0.4,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
757000.0,0.375,0.48148148148148145,0.29162357807652534,0.004326645429311276,0.4,0.0,0.0,0.5,0.3857729138166895,0.0,0.0252617677577587,0.0,0.0,0.4,0.06140350877192982,0.06140350877192982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
460000.0,0.375,0.3333333333333333,0.2047569803516029,0.009139514521507481,0.0,0.0,0.0,0.5,0.13953488372093026,0.1991701244813278,0.014055277803980755,0.0,0.0,0.4,0.32456140350877194,0.08771929824561403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267345.0,0.5,0.3333333333333333,0.22130299896587385,0.007011121667691276,0.0,0.0,0.0,0.75,0.16963064295485636,0.18672199170124482,0.006785963588340722,0.0,0.0,0.4,0.3684210526315789,0.3684210526315789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
530000.0,0.25,0.2962962962962963,0.13547052740434332,0.004016468265057098,0.0,0.0,0.0,0.5,0.17920656634746923,0.0,0.016696538062446937,0.0,0.0,0.4,0.07017543859649122,0.07017543859649122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449500.0,0.375,0.2962962962962963,0.14477766287487073,0.005562696771549395,0.0,0.0,0.0,0.75,0.08071135430916553,0.16804979253112032,0.013659088765210829,0.0,0.0,0.4,0.5263157894736842,0.3070175438596491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289000.0,0.375,0.14814814814814814,0.07445708376421924,0.006219378155330762,0.0,0.0,0.0,1.0,0.09849521203830368,0.0,0.007603056315441939,0.0,0.0,0.4,0.2894736842105263,0.2894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373000.0,0.625,0.37037037037037035,0.2720785935884178,0.0047243801114029696,0.4,0.0,0.0,0.5,0.35991792065663475,0.0,0.010772568625601357,0.0,0.0,0.4,0.07017543859649122,0.07017543859649122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
525000.0,0.625,0.4444444444444444,0.21509824198552224,0.0036820730639542465,0.4,0.0,0.0,0.5,0.28454172366621067,0.0,0.016507876615413638,0.0,0.0,0.4,0.17543859649122806,0.17543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
777000.0,0.375,0.48148148148148145,0.33505687693898656,0.05499264144264983,0.4,0.0,0.0,0.5,0.28317373461012313,0.24273858921161826,0.026016413545891896,0.0,0.0,0.4,0.09649122807017543,0.09649122807017543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
